status,price,brand,model,generation,title,type,link,condition,seller notes
scrap,59.0,dell,m520,,dell 3n9xx poweredge m520/m620/m630 mezzanine card  - 3n9xx,not available,https://www.ebay.co.uk/itm/225936060040?epid=524223408&hash=item349ad6ae88%3ag%3atduaaoswjknljqje&itmprp=enc%3aaqajaaaa0abde7kzsbco1l8bsg%2bumykxaibqtdkkwkjbdl1ppzczggvdfksu1xjp%2bgfe9jr%2fmfcsuj%2fbo8lh62ccfgkq5c2aoedadh9hikxdyvicochpegku8mwpqrqexp4isw5mn66alyeueo%2fkml3hzjvomlanlt4cxwl5hqm9eounuo%2bjpleyph%2fexna%2blrvjkt5kamkb%2fx1x963swv7ihazl3bgkag2ztxthgyjm1g%2bfvfaz4jijud2m4mkbat0gfx1gawfbd%2fzylziyoshc9krfnua%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,excellent - refurbished,“grade a refurbished. product has been fully tested and is in great condition”
scrap,18.6,dell,m620,,dell poweredge m620 v2 processor upgrade options,,https://www.ebay.co.uk/itm/275299037559?hash=item401919f177%3ag%3afrqaaoswdazln5zl&itmprp=enc%3aaqajaaaa0o5eelj1cxw%2bhb6djkc1448%2b4%2ftmmqsazw8c3lioyrr33tigy5sldbek7g1crd87h%2fy79uvln%2bhoemk7gf7ij3t%2fhk%2fobozkmkbhfgqpfbnndyllceyh7epd17n32%2bdm7lxrbaukhh6ppkwkmfett9ia19ct8kinmtht%2fkkrsjmqqc3ipfeyh56yvqs9xqpcrm7pjbvbibdwi5gf%2b5r28%2brkzsqehembb%2bgvr5sbfjhk8m%2bhvmz3%2f3henn9usaqfcx6l9loxr7iufsqh3nkg1so%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,excellent - refurbished,“fully refurbished & cleaned”
scrap,18.6,dell,m620,,dell poweredge m620 v2 processor upgrade options,,https://www.ebay.co.uk/itm/275299037559?hash=item401919f177%3ag%3afrqaaoswdazln5zl&itmprp=enc%3aaqajaaaa0o5eelj1cxw%2bhb6djkc1448%2b4%2ftmmqsazw8c3lioyrr33tigy5sldbek7g1crd87h%2fy79uvln%2bhoemk7gf7ij3t%2fhk%2fobozkmkbhfgqpfbnndyllceyh7epd17n32%2bdm7lxrbaukhh6ppkwkmfett9ia19ct8kinmtht%2fkkrsjmqqc3ipfeyh56yvqs9xqpcrm7pjbvbibdwi5gf%2b5r28%2brkzsqehembb%2bgvr5sbfjhk8m%2bhvmz3%2f3henn9usaqfcx6l9loxr7iufsqh3nkg1so%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,excellent - refurbished,“fully refurbished & cleaned”
scrap,19.0,dell,m710,gen11,dell poweredge m710hd gen11 2*sff barebones cto blade server,blade server,https://www.ebay.co.uk/itm/325967120280?epid=15053550698&hash=item4be5278798%3ag%3a1ssaaosw-htlohl4&itmprp=enc%3aaqajaaaa8lho2auvzkxlqitf9un7a23ojrdwcak%2bhrs%2fhtmwz4xvzfrh0maeyowp41efny1nnpanqdhmr7pmpvh8uhkqj6kybs9lly9r241adtikxuslmj14awsskx%2bxlsin%2fuv%2ffnts1owan81aq9ukyc5%2fb2cwersrwcprcykwdedwfzhydqaffwzlhl6nmvc5df6lu1%2bhwcsscxgzbooykc6elhs91ys8v8xuaenbyjwpjkocbyqh8lia43zirymiyjedidnra%2bumw2demmus451y9npnai1hfmbdvxzetp%2fccxluzlyf686c64rkyk9azafalw%3d%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,very good - refurbished,“product has been fully tested and is in great condition”
scrap,19.0,dell,m710,gen11,dell poweredge m710hd gen11 2*sff barebones cto blade server,blade server,https://www.ebay.co.uk/itm/325967120280?epid=15053550698&hash=item4be5278798%3ag%3a1ssaaosw-htlohl4&itmprp=enc%3aaqajaaaa8lho2auvzkxlqitf9un7a23ojrdwcak%2bhrs%2fhtmwz4xvzfrh0maeyowp41efny1nnpanqdhmr7pmpvh8uhkqj6kybs9lly9r241adtikxuslmj14awsskx%2bxlsin%2fuv%2ffnts1owan81aq9ukyc5%2fb2cwersrwcprcykwdedwfzhydqaffwzlhl6nmvc5df6lu1%2bhwcsscxgzbooykc6elhs91ys8v8xuaenbyjwpjkocbyqh8lia43zirymiyjedidnra%2bumw2demmus451y9npnai1hfmbdvxzetp%2fccxluzlyf686c64rkyk9azafalw%3d%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,very good - refurbished,“product has been fully tested and is in great condition”
scrap,269.99,dell,poweredge r630,,dell poweredge r630 server e5-2630 v3 8core 2.4ghz 64gb 730 mini idrac 6mths rtb,server,https://www.ebay.co.uk/itm/326049041237?epid=23048511561&hash=item4bea098b55%3ag%3a6owaaoswi5hl7ygt&itmprp=enc%3aaqajaaaa8mxczclsuper3bfuijyi%2bya%2f0bbcse7fwrmb4nxjc%2blivqqocxv49%2bjc%2bc9kk%2f%2bhs2wh31nhb5cx7sjo78qo8fk8drbnmx%2fwroj%2bnmvjwjpoyfi%2bqkdt7h3ijpsd%2fhu0grsw1sb9ol2oke6ixpnocqdctvpm2zsgo2uqzqrv4yr5oez5u7uc1vvtfjmhnxtxfdu2k%2fs%2fxhxtjki7%2bae1mvoim%2fzj5esqnjdgdjtzkexfbfrpac8rhbcmg3xjbvxok94ccph1dcuz43s3p42iwfsde299tqsriaw%2bkcxwhvir%2bo2l7x1d2elnp6%2fual6odw%3d%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“complete and working in good used condition. no rack mounts, but unit will come with 2 uk power ... "
scrap,269.99,dell,poweredge r630,,dell poweredge r630 server e5-2630 v3 8core 2.4ghz 64gb 730 mini idrac 6mths rtb,server,https://www.ebay.co.uk/itm/326049041237?epid=23048511561&hash=item4bea098b55%3ag%3a6owaaoswi5hl7ygt&itmprp=enc%3aaqajaaaa8mxczclsuper3bfuijyi%2bya%2f0bbcse7fwrmb4nxjc%2blivqqocxv49%2bjc%2bc9kk%2f%2bhs2wh31nhb5cx7sjo78qo8fk8drbnmx%2fwroj%2bnmvjwjpoyfi%2bqkdt7h3ijpsd%2fhu0grsw1sb9ol2oke6ixpnocqdctvpm2zsgo2uqzqrv4yr5oez5u7uc1vvtfjmhnxtxfdu2k%2fs%2fxhxtjki7%2bae1mvoim%2fzj5esqnjdgdjtzkexfbfrpac8rhbcmg3xjbvxok94ccph1dcuz43s3p42iwfsde299tqsriaw%2bkcxwhvir%2bo2l7x1d2elnp6%2fual6odw%3d%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“complete and working in good used condition. no rack mounts, but unit will come with 2 uk power ... "
sell,240.0,dell,poweredge r630,,dell poweredge r630 server with 2x xeon e5-2680v4 14-core 2.40 ghz 16 gb ddr4,,https://www.ebay.co.uk/itm/204719362704?epid=23048511561&hash=item2faa399290%3ag%3ajd0aaoswjnhmcf5r&itmprp=enc%3aaqajaaaa8lp9ampqhekz6dk7nz2gtz3rsldcrwvhoge79sgnoldf%2fhxjrfrhmbp5ny8eh6iegedpse7twptlqyd9gtitubwdphgnrfag3cm9gqspjilrmyhxku48pdd0xqbco5uhg8vvxqylidj0km8pkyfi8mipd9gaxlauhl3fdrj2p%2bn3vtnsu0zg9smvfjqxl5mzjcq3fqhipfgx1glhdowkfgkyvatrqgnw%2fvalp%2fwjoxhl%2bbjwpfki484%2birsjyciypoi0ti%2fybyl%2bxnvruw%2fdk9tawoxpxfiz7b6b%2fdr02qjsl%2fbsuwzi1o63bt1kt3ijzg%3d%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,,
scrap,18.95,dell,r510,,x836m 0x836m dell poweredge r510 sas backplane board,,https://www.ebay.co.uk/itm/195307889905?epid=1205337070&hash=item2d7941e4f1%3ag%3a9bcaaoswhmvl3h22&itmprp=enc%3aaqajaaaa0nzemse%2b2x%2brrjw2zxmtpfk7zkdhvo6unvq1euafem%2b7c%2bjjdvdda09svd0mhilvnrz1mlcohcfdpgngzya5jxwxjzvyql10cmpmnqrlfbjyez9tusvrszfgu7yph36tzeueux9yd12xazyupfm82w%2fs3lntuznrey%2brqjyzncqizm9e2yxbnqsk%2fgmoklwd1ypp1a%2fqzz9cpimkrmlyvsdwomdzf6vvhevic08ab8%2fe%2bxqrav%2bmqwmtxnrv3zzqbulyy2m1tqts1b8hshhhq3g%3d%7ctkp%3abk9sr56dl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“used item that has been tested and cleaned”
scrap,8.98,dell,t320,,dell poweredge t320 t420 t620 sas 3.5' hard drive back plane 0m05tm m05tm,,https://www.ebay.co.uk/itm/394953388511?epid=1869171918&hash=item5bf50e71df%3ag%3axiwaaoswyczlnms5&itmprp=enc%3aaqajaaaa0dtuchdstisiyhvfxhcx4huhac2kh6j0mttalg%2bnz%2fsug5ttce53dzjqytct0dmte36xcnsqcfc5wmtsmgci6keuiugztcwr3ncm1mju4y%2fzvt5d35wqyyxwwba1xvdycxkanumdvdkscmykiowpibottxaymqeji0ikspafxtv5bx5zqlwkit9mg8r2manogoxgr2axmbyn0lneu77fkrfar7o807ur6ad%2boihpstj6yya6mqxpsbls1prfugckya%2bnijgf3cshxk3qo3soc3a%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“brand: dellp/n: 0m05tm m05tmcompatible: poweredge t320 t420 t620”
scrap,8.98,dell,t320,,dell poweredge t320 t420 t620 sas 3.5' hard drive back plane 0m05tm m05tm,,https://www.ebay.co.uk/itm/394953388511?epid=1869171918&hash=item5bf50e71df%3ag%3axiwaaoswyczlnms5&itmprp=enc%3aaqajaaaa0dtuchdstisiyhvfxhcx4huhac2kh6j0mttalg%2bnz%2fsug5ttce53dzjqytct0dmte36xcnsqcfc5wmtsmgci6keuiugztcwr3ncm1mju4y%2fzvt5d35wqyyxwwba1xvdycxkanumdvdkscmykiowpibottxaymqeji0ikspafxtv5bx5zqlwkit9mg8r2manogoxgr2axmbyn0lneu77fkrfar7o807ur6ad%2boihpstj6yya6mqxpsbls1prfugckya%2bnijgf3cshxk3qo3soc3a%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“brand: dellp/n: 0m05tm m05tmcompatible: poweredge t320 t420 t620”
scrap,150.0,dell,m630,,dell m630 blade server 2 x 14 core e5-2683v3 2.0ghz 128gb ram idrac enterprise,blade server,https://www.ebay.co.uk/itm/325670163718?hash=item4bd3745506%3ag%3anxgaaoswb01kck7h&itmprp=enc%3aaqajaaaa8mbu7vdur9zg%2bdromuxbtib%2b7r0jxp6qlim%2fje4lsa6c%2fl2usvdpmcrpbzukyc%2fltr0zaduivj8lskjyo3%2bu3%2fel4xvnh71d9b63dkyamc8e%2bl0zgdv9zu0e3gy%2bikcckdmdep1px2oykzva8soqnxwp5%2bjieo33xajv6if2xvd3%2buppehxxm%2bdati3fwtz7rlbs9rrbn60s8%2f95o5mmqzvkdj4xo8d0s5fn5nbc68xtpngjde2nyklcpn4hhqakdzhlzuwb9tqwksulgy160rtd0t4mfdmvvassrd9odhbcbe8non4zxs7evaayzpmwgq%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,excellent - refurbished: the item shows no signs of use. it is fully functional and has been ... ,
scrap,150.0,dell,m630,,dell m630 blade server 2 x 14 core e5-2683v3 2.0ghz 128gb ram idrac enterprise,blade server,https://www.ebay.co.uk/itm/325670163718?hash=item4bd3745506%3ag%3anxgaaoswb01kck7h&itmprp=enc%3aaqajaaaa8mbu7vdur9zg%2bdromuxbtib%2b7r0jxp6qlim%2fje4lsa6c%2fl2usvdpmcrpbzukyc%2fltr0zaduivj8lskjyo3%2bu3%2fel4xvnh71d9b63dkyamc8e%2bl0zgdv9zu0e3gy%2bikcckdmdep1px2oykzva8soqnxwp5%2bjieo33xajv6if2xvd3%2buppehxxm%2bdati3fwtz7rlbs9rrbn60s8%2f95o5mmqzvkdj4xo8d0s5fn5nbc68xtpngjde2nyklcpn4hhqakdzhlzuwb9tqwksulgy160rtd0t4mfdmvvassrd9odhbcbe8non4zxs7evaayzpmwgq%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,excellent - refurbished: the item shows no signs of use. it is fully functional and has been ... ,
scrap,2400.0,dell,poweredge m1000e,,dell poweredge m1000e chassis 8x m610x blade servers 16x x5670 800gb ram h200,blade chassis,https://www.ebay.co.uk/itm/403596528046?hash=item5df83a49ae%3ag%3arzeaaoswzq9iveol&itmprp=enc%3aaqajaaaa0puhneovcpzj3qridiicone5whjs5x5o4xjeych7wb8zbyfhoxxqpztfecsjoh%2biyxvrw5eloaqb%2f5pubnam5%2brzlpushrmpa6u5kgprt7cr%2b4qx4vcnh97gqfz6d2wq831tkh0hedgugquhggjvu1%2bn0vieb7tblilxj05vxehseterfk5m%2fd3cu9e0uon%2bug6phfse2yhhzugsho%2bhjld5k6rgzxuff3%2fv4asg5lj%2bskzv3vywi7ulugvys1cxoii0vcnhio7vshjpaalf8v0%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“in good condition and in full working order, tested. 2 years warranty.”"
scrap,2400.0,dell,poweredge m1000e,,dell poweredge m1000e chassis 8x m610x blade servers 16x x5670 800gb ram h200,blade chassis,https://www.ebay.co.uk/itm/403596528046?hash=item5df83a49ae%3ag%3arzeaaoswzq9iveol&itmprp=enc%3aaqajaaaa0puhneovcpzj3qridiicone5whjs5x5o4xjeych7wb8zbyfhoxxqpztfecsjoh%2biyxvrw5eloaqb%2f5pubnam5%2brzlpushrmpa6u5kgprt7cr%2b4qx4vcnh97gqfz6d2wq831tkh0hedgugquhggjvu1%2bn0vieb7tblilxj05vxehseterfk5m%2fd3cu9e0uon%2bug6phfse2yhhzugsho%2bhjld5k6rgzxuff3%2fv4asg5lj%2bskzv3vywi7ulugvys1cxoii0vcnhio7vshjpaalf8v0%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“in good condition and in full working order, tested. 2 years warranty.”"
scrap,855.0,dell,m630,,"9 x dell m630 blade server, 2 x e5-2660 v3 2.6ghz, 32gb ram,  idrac8 enterprise",rack server,https://www.ebay.co.uk/itm/156244621935?hash=item2460e7ba6f%3ag%3ay7gaaosweppkkwwx&itmprp=enc%3aaqajaaaa8f9siejyoc5umpqqrmaf2mhpd9iaxflqdye3fl9ta%2bkdhs6grepu0j26nwvpub23em6aj5bewbwfqsq6x1sn5zfdq0c68sucuwjbhwad7%2fkj61vbuqp7gm2uehzzrijlnoesyykxafsmwx2l3kufnodm%2bejehenmthiaxmas0ypjzw9zf2q174rxp0lb8jp8mrwwpay30bhpmdyupnylejma95lu4pctymuxmtlr%2bah6yhkrknaorl5lrqacxa5h3x63gu8wepnnhcinycvbfc0ycrnfqhmewbi%2fpp80uqvvcvmtop%2blqivqm1tc71rwmg%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“this item has been fully tested by our professional technicians and is in perfect working ... 
scrap,855.0,dell,m630,,"9 x dell m630 blade server, 2 x e5-2660 v3 2.6ghz, 32gb ram,  idrac8 enterprise",rack server,https://www.ebay.co.uk/itm/156244621935?hash=item2460e7ba6f%3ag%3ay7gaaosweppkkwwx&itmprp=enc%3aaqajaaaa8f9siejyoc5umpqqrmaf2mhpd9iaxflqdye3fl9ta%2bkdhs6grepu0j26nwvpub23em6aj5bewbwfqsq6x1sn5zfdq0c68sucuwjbhwad7%2fkj61vbuqp7gm2uehzzrijlnoesyykxafsmwx2l3kufnodm%2bejehenmthiaxmas0ypjzw9zf2q174rxp0lb8jp8mrwwpay30bhpmdyupnylejma95lu4pctymuxmtlr%2bah6yhkrknaorl5lrqacxa5h3x63gu8wepnnhcinycvbfc0ycrnfqhmewbi%2fpp80uqvvcvmtop%2blqivqm1tc71rwmg%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“this item has been fully tested by our professional technicians and is in perfect working ... 
scrap,52.56,dell,r320,,dell poweredge r320 r420 r520 idrac 7 remote access controller 02827m 2827m,,https://www.ebay.co.uk/itm/176341070253?epid=1977819453&hash=item290ebf31ad%3ag%3airiaaoswjcdmipeb&itmprp=enc%3aaqajaaaa0f93tkbs0eah8ifn4j%2fxc2xc5a8lga9bt58dzjx21rvk3mhbuw%2bgdzxqkmjhi5m68x7dhltmyct15moookyu7kb9%2fw%2fr1f%2fb7owldyylho8wrzwc8njhiiuey6gaz4b%2f3dyqtfss8zrsjltf1hlj0odpctmsnbjihu1w%2b97qyywe7x9typkdqjau6admwevz0mmw%2fqvxcptch%2ftof5w2tumdrrfwb4rs%2bhqdowycc95d3bclogpe%2bbzyhkovxukregqsvjrgxxjczubchbxitza%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,,
scrap,28.0,dell,m630,,dell perc h730p pcie3.0x8 raid controller 12.0gb/s 2gb for m630 - yrpp6 w3n15,,https://www.ebay.co.uk/itm/305388750034?hash=item471a9684d2%3ag%3a8aiaaoswxljlw73c&itmprp=enc%3aaqajaaaa0djhh2cuw2oxp1j1rfbomsmuwq7rpcrvuhws5ieoh%2foeglwdyowynbeuuyjaxz9axy8on%2fnix6lb27fhm6vbkqru8xuahv28a3f8ncomxkhlufuzdikg5qwxh9weomaeyk%2fvuastqvzt%2bfsr1d9ina4avj6ezvtnyus9aj7mgk3rgmyupd2czxrjbuoo1nwekcvpkyvvcajkq3a4hq3%2b2kh2wnls0lymqsjaspqedikgu%2fr6wibn8odbelcwjfea8h3rvsvwlkvn1wsodgdyr6w%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“this item is used and tested by our team of uk engineers.  the photos are of genuine items in our ... 
scrap,28.0,dell,m630,,dell perc h730p pcie3.0x8 raid controller 12.0gb/s 2gb for m630 - yrpp6 w3n15,,https://www.ebay.co.uk/itm/305388750034?hash=item471a9684d2%3ag%3a8aiaaoswxljlw73c&itmprp=enc%3aaqajaaaa0djhh2cuw2oxp1j1rfbomsmuwq7rpcrvuhws5ieoh%2foeglwdyowynbeuuyjaxz9axy8on%2fnix6lb27fhm6vbkqru8xuahv28a3f8ncomxkhlufuzdikg5qwxh9weomaeyk%2fvuastqvzt%2bfsr1d9ina4avj6ezvtnyus9aj7mgk3rgmyupd2czxrjbuoo1nwekcvpkyvvcajkq3a4hq3%2b2kh2wnls0lymqsjaspqedikgu%2fr6wibn8odbelcwjfea8h3rvsvwlkvn1wsodgdyr6w%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“this item is used and tested by our team of uk engineers.  the photos are of genuine items in our ... 
sell,199.99,dell,r630,,"dell r630 8x 1tb sas 2x xeon e5-2640v4, 32gb ddr4,h730, 2x 750w, 1 x 4x 1gb dc",r630,https://www.ebay.co.uk/itm/276532499798?hash=item40629f1556%3ag%3aalcaaoswlshk-vqu&itmprp=enc%3aaqajaaaa0by5pspk6k1gelylen00p3io9knbrtdcjnjwhimsb2j4lpagzrsxfmqhkqglg6wr3wikdj5ex3pnsb20s%2fg2oxvixrpodgwqoahdep0fbwroyc7myjsdvpufatx2pmhbmrl4yx1gulctn%2b67rhmdl%2by9rmqayqf5mno2fhlr%2fboplrwpvmqwuxnqavhjqratdybwi5v%2fpl%2fbinduha%2fikbooffs7uda47pyh2soyarak18mr2hooc2ro6kjckjsb%2b%2b4jrmimwd8besrcwmojynu%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“drives have been tested and working. will show some signs of use on the labels.”
sell,199.99,dell,r630,,"dell r630 8x 1tb sas 2x xeon e5-2640v4, 32gb ddr4,h730, 2x 750w, 1 x 4x 1gb dc",r630,https://www.ebay.co.uk/itm/276532499798?hash=item40629f1556%3ag%3aalcaaoswlshk-vqu&itmprp=enc%3aaqajaaaa0by5pspk6k1gelylen00p3io9knbrtdcjnjwhimsb2j4lpagzrsxfmqhkqglg6wr3wikdj5ex3pnsb20s%2fg2oxvixrpodgwqoahdep0fbwroyc7myjsdvpufatx2pmhbmrl4yx1gulctn%2b67rhmdl%2by9rmqayqf5mno2fhlr%2fboplrwpvmqwuxnqavhjqratdybwi5v%2fpl%2fbinduha%2fikbooffs7uda47pyh2soyarak18mr2hooc2ro6kjckjsb%2b%2b4jrmimwd8besrcwmojynu%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,“drives have been tested and working. will show some signs of use on the labels.”
scrap,22.0,dell,poweredge r430,,"dell poweredge r430, r530, r630, r730 & r930 server 2.5"" hdd upgrade options",dell poweredge,https://www.ebay.co.uk/itm/275030033197?hash=item400911432d%3ag%3app4aaoswpyhln4lh&itmprp=enc%3aaqajaaaa8avom13ejdo2ow0nvlnwtyzhcf7mgpe7bbs%2fjxkgmaguw0iwk20sov6nlooxqajghtugievfnh5wlnotiycykzflrsjqvp3prxazgsfd305k2epkkbperoyq3jrmbbzvi4rcaprjaxxf9uqqtdxuvtyjjluqjh30sj8mkilozdzefmrnkbyzfgsfvsfu2kwzzfb3yyhice6n7oosafbeeixaeqiuu6mfbaxqbfmbvgszqzulqobxnij18stevffrkx1u3t4ebd0xnxwrjmip%2fle1gifgoyiooiezzbga%2biffkrzshz93b4aydnt%2b55kchg%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,good - refurbished,“refurbished in house and tested using dell diagnostic tools testing software.”
scrap,188.88,dell,poweredge r630,,dell poweredge r630 rack server - silver,,https://www.ebay.co.uk/itm/296390442570?epid=1193985165&hash=item45023f3e4a%3ag%3azx0aaoswqq9mknul&itmprp=enc%3aaqajaaaa8akx3yd1hmfnkxuql07pcpzwsbaotn2zuqyxq8upjkbexc2jywmv2tbxkyeiydtkjy2z9ydbjmtwchw5r9oj3e%2f2nqwrj%2bzzjgstbrzkqlc5jhaclpqxli33wjxwpc6f%2bdkkyfnmgx0pdm0cs7eie1bozpjxi%2boaw3jpbz3hos5xis7qvcdq3do4tunaad%2bup0qfbmsonosgaoymm9qhsa1e3gdxsiai%2bizovogasove539%2fyw7uplh9uwciiuj35norck6wlczjh%2fwkglh3xtt7mow4tlkvycilsfhx4wwgjcsizheaduwfz4kzprszcg%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,,
scrap,249.99,dell,poweredge r630,,dell poweredge r630 server 2x intel xeon e5 2660 v3 10 core 256gb ram 600gb hdd,server,https://www.ebay.co.uk/itm/256563956800?hash=item3bbc674c40%3ag%3awboaaoswim9mvwuo&itmprp=enc%3aaqajaaaa8ecfrwhitcioks5ly%2fskxg0tzv3o7vc3tuwt5rtxmuoxbetehzwcsxdaz%2f4ebd14ct%2foldutes2xu6wcz0j%2fsxbzuctaxydgswnstjmyh9c0c5av1ghwlobvqmchevz3olntpxbnptjdkdff6mlimpgrc30gdxjj%2fypxsdubbz2wivwha7xnk8w6rt6znpu4mlu7zpzr1knwy9v9kuifrhjayhca6fon1jxslalxllvcfb9c931djoouavfvjfsjm7sv48hkz5vdxq%2f92vgw%2bxjhgtp4kyre9rzqbwwtqm0g9v3i3tis02mhdj92f1xhog%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,good - refurbished,“general cosmetic wear to the casing. no face plate included.”
scrap,249.99,dell,poweredge r630,,dell poweredge r630 server 2x intel xeon e5 2660 v3 10 core 256gb ram 600gb hdd,server,https://www.ebay.co.uk/itm/256563956800?hash=item3bbc674c40%3ag%3awboaaoswim9mvwuo&itmprp=enc%3aaqajaaaa8ecfrwhitcioks5ly%2fskxg0tzv3o7vc3tuwt5rtxmuoxbetehzwcsxdaz%2f4ebd14ct%2foldutes2xu6wcz0j%2fsxbzuctaxydgswnstjmyh9c0c5av1ghwlobvqmchevz3olntpxbnptjdkdff6mlimpgrc30gdxjj%2fypxsdubbz2wivwha7xnk8w6rt6znpu4mlu7zpzr1knwy9v9kuifrhjayhca6fon1jxslalxllvcfb9c931djoouavfvjfsjm7sv48hkz5vdxq%2f92vgw%2bxjhgtp4kyre9rzqbwwtqm0g9v3i3tis02mhdj92f1xhog%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,good - refurbished,“general cosmetic wear to the casing. no face plate included.”
scrap,22.99,dell,m630,,dell perc h730p pcie3.0x8 raid controller 12.0gb/s 2gb for m630 pn: yrpp6 w3n15,,https://www.ebay.co.uk/itm/285141360107?hash=item4263bfddeb%3ag%3a-lmaaoswvnvj5ji2&itmprp=enc%3aaqajaaaa8as5bi2seghtapokxa0b8ln810cymnr7snzaipwlliiurj0qvgk6dmrl9a726owldf2sjzfx0iy%2fvqltgap2bratbkklgo30eie3%2fmzqjko93c8yo%2bcutdkxspzdnjxfih8atbf0rnmnitjunplkjjfgtphx%2bulazttdbt7efgwkdaxeurfb4da6tdhlfhxdf0rbhpmbpeu5f7wok8ce5rj3bnrb0af1fksvewfr9fd84mh7j5ernir3fciofjphgftotej08l5hilr7b9jefx2i89atutillqc1mlq%2bwahl4sfnwd0cnhof9zstd13daq%3d%3d%7ctkp%3abk9sr6cdl9sgza&lh_bin=1&lh_itemcondition=1500%7c2010%7c2020%7c2030%7c3000%7c1000,used,"“pulled from working environment, tested by in house engineers. 60 day warranty.”"
